srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
175.45.176.1,0,149.171.126.12,0,cbt,INT,1.038991,360,0,254,0,0,0,-,2078.940186,0.0,4,0,0,0,0,0,90,0,0,0,489.77303099999995,0.0,1421930643,1421930644,346.33034399999997,0.0,0.0,0.0,0.0,0,2,0,0,0,8,6,5,4,4,4,4,Backdoors,1
175.45.176.1,0,149.171.126.12,0,bna,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930680,1421930680,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,4,4,2,3,4,Backdoors,1
175.45.176.0,7527,149.171.126.12,1477,tcp,FIN,0.41181599999999996,738,268,254,252,2,1,-,12918.39063,4351.458008,10,6,255,255,2354343125,519582674,74,45,0,0,2145.9303019999998,98.855508,1421933232,1421933232,43.055889,70.715602,0.120879,0.058234,0.062645,0,1,0,0,0,8,1,1,3,1,1,1,Shellcode,1
175.45.176.2,38197,149.171.126.12,3543,tcp,FIN,0.5322560000000001,610,268,254,252,2,1,-,8251.667969,3366.8007810000004,10,6,255,255,4280994070,2643936677,61,45,0,0,3015.428754,122.100727,1421928236,1421928237,55.043889,90.571602,0.201285,0.07939199999999999,0.121893,0,1,0,0,0,1,1,1,1,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930744,1421930744,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,6,2,2,2,Analysis,1
175.45.176.2,4526,149.171.126.19,23028,udp,INT,4e-06,164,0,254,0,0,0,-,164000000.0,0.0,2,0,0,0,0,0,82,0,0,0,0.0,0.0,1421930566,1421930566,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,pim,INT,3e-06,200,0,254,0,0,0,-,23529412.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930709,1421930709,0.034,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,8,6,6,6,Backdoors,1
175.45.176.1,0,149.171.126.12,0,bbn-rcc,INT,1.1e-05,180,0,254,0,0,0,-,65454544.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1421930645,1421930645,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,14,15,14,14,14,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930762,1421930762,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,1,1,1,1,1,Backdoors,1
175.45.176.1,0,149.171.126.12,0,netblt,INT,1.2e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930672,1421930672,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,4,4,4,4,4,Backdoors,1
175.45.176.1,0,149.171.126.12,0,cpnx,INT,6e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930690,1421930690,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,6,6,6,6,6,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930757,1421930757,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,3,3,2,2,3,Backdoors,1
175.45.176.1,0,149.171.126.12,0,i-nlsp,INT,7.146575,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930681,1421930681,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,2,2,2,2,2,Analysis,1
175.45.176.0,20540,149.171.126.14,80,tcp,FIN,0.526913,826,1314,62,252,2,2,-,11295.98242,17460.1875,10,8,255,255,1419503640,1120603336,83,164,0,0,3171.552419,120.103117,1421932854,1421932855,58.545889,68.556,0.116995,0.045892,0.071103,0,1,0,0,0,6,5,2,2,2,1,2,Analysis,1
175.45.176.1,0,149.171.126.12,0,eigrp,INT,8e-06,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930701,1421930701,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,15,12,7,9,6,6,7,Analysis,1
175.45.176.1,0,149.171.126.12,0,idrp,INT,4e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930678,1421930678,0.009000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,8,8,8,8,8,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930727,1421930727,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,15,14,2,6,2,2,2,Analysis,1
175.45.176.1,0,149.171.126.12,0,narp,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930682,1421930682,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,5,4,4,5,Backdoors,1
175.45.176.0,48380,149.171.126.14,80,tcp,FIN,0.786091,804,1352,62,252,2,2,-,7368.103515999999,12039.31836,10,8,255,255,3705245964,1639800214,80,169,0,0,4709.85677,202.82718799999998,1421932815,1421932816,87.34344399999999,100.767289,0.18116400000000002,0.080072,0.101092,0,1,0,0,0,5,9,2,1,1,1,1,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930806,1421930806,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,3,6,2,2,3,Backdoors,1
175.45.176.1,0,149.171.126.12,0,aris,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930710,1421930710,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,9,9,2,2,2,2,2,Backdoors,1
175.45.176.1,0,149.171.126.12,0,ospf,INT,8e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930701,1421930701,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,15,12,7,9,6,6,7,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930808,1421930808,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,5,2,2,2,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930750,1421930750,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,9,6,6,6,Analysis,1
175.45.176.1,0,149.171.126.12,0,rsvp,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930679,1421930679,0.001,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,6,6,6,6,6,Analysis,1
175.45.176.1,0,149.171.126.12,0,igp,INT,1.1e-05,180,0,254,0,0,0,-,65454544.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1421930645,1421930645,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,14,15,14,14,14,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930791,1421930791,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,5,4,4,4,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930735,1421930735,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,4,8,4,4,4,Backdoors,1
175.45.176.1,0,149.171.126.12,0,encap,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930707,1421930707,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,4,8,4,4,4,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930762,1421930762,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,1,1,1,1,1,Analysis,1
175.45.176.0,10591,149.171.126.14,80,tcp,FIN,0.667981,808,1210,62,252,2,2,-,8718.810547,12682.99512,10,8,255,255,3785360829,3510460111,81,151,0,0,3743.3917420000002,126.76817199999999,1421932856,1421932857,74.220111,80.864859,0.125088,0.06991900000000001,0.055169,0,1,0,0,0,7,5,1,2,1,1,1,Analysis,1
175.45.176.1,0,149.171.126.12,0,rvd,INT,7.146575,400,0,254,0,0,0,-,335.825195,0.0,4,0,0,0,0,0,100,0,0,0,3368.9165,0.0,1421930681,1421930688,2382.19175,0.0,0.0,0.0,0.0,0,2,0,0,0,19,18,4,4,4,4,4,Analysis,1
175.45.176.1,0,149.171.126.12,0,br-sat-mon,INT,1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930693,1421930693,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,2,2,2,2,2,Analysis,1
175.45.176.1,0,149.171.126.12,0,mfe-nsp,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930673,1421930673,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,6,7,4,4,6,Analysis,1
175.45.176.2,49794,149.171.126.16,59131,udp,INT,1.4000000000000001e-05,136,0,254,0,0,0,-,38857144.0,0.0,2,0,0,0,0,0,68,0,0,0,0.0,0.0,1421932749,1421932749,0.013999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,2,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,narp,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930682,1421930682,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,5,4,4,5,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,8e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930733,1421930733,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,6,10,6,6,6,Analysis,1
175.45.176.2,5323,149.171.126.18,18667,tcp,FIN,0.190439,892,268,254,252,2,1,-,33732.58594,9409.836914,10,6,255,255,3107969305,4106095080,89,45,0,0,1055.218033,62.358531000000006,1421929413,1421929413,19.617889,36.497199,0.053739,0.007948,0.045791000000000005,0,1,0,0,0,3,1,1,1,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930770,1421930770,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,2,5,2,2,2,Analysis,1
175.45.176.2,59357,149.171.126.17,43327,tcp,FIN,0.76265,500,354,254,252,2,1,-,4720.382812,3251.819336,10,8,255,255,1576877966,2544401091,50,44,0,0,5001.604883,144.235141,1421931557,1421931558,81.779444,90.68656999999999,0.197699,0.127822,0.069877,0,1,0,0,0,1,1,1,1,1,1,1,Shellcode,1
175.45.176.0,11233,149.171.126.14,80,tcp,FIN,0.7425069999999999,822,1238,62,252,2,2,-,7972.98877,12013.35547,10,10,255,255,2060923372,2188546065,82,124,0,0,5704.814888,117.25189099999999,1421932814,1421932815,82.400889,76.24578100000001,0.102479,0.05629,0.046189,0,1,0,0,0,5,9,2,1,1,1,1,Analysis,1
175.45.176.1,36456,149.171.126.16,56984,udp,INT,8e-06,624,0,254,0,0,0,-,312000000.0,0.0,2,0,0,0,0,0,312,0,0,0,0.0,0.0,1421933574,1421933574,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,1,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,hmp,INT,5e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930667,1421930667,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,7,6,6,6,6,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930744,1421930744,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,6,2,2,2,Analysis,1
175.45.176.1,0,149.171.126.12,0,secure-vmtp,INT,1e-05,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930697,1421930697,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,2,2,2,2,2,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930754,1421930754,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,6,11,6,6,6,Backdoors,1
175.45.176.1,0,149.171.126.12,0,chaos,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930645,1421930645,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,14,15,14,14,14,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930766,1421930766,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,6,2,2,2,Analysis,1
175.45.176.1,0,149.171.126.12,0,emcon,INT,1.1e-05,180,0,254,0,0,0,-,65454544.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1421930645,1421930645,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,14,15,14,14,14,Analysis,1
175.45.176.0,6240,149.171.126.12,69,udp,INT,4e-06,92,0,254,0,0,0,-,92000000.0,0.0,2,0,0,0,0,0,46,0,0,0,0.0,0.0,1421930755,1421930755,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,1,15,4,1,1,1,1,Worms,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930751,1421930751,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,4,8,3,3,4,Analysis,1
175.45.176.1,0,149.171.126.12,0,dgp,INT,7.000000000000001e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930700,1421930700,0.006999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,2,3,2,2,2,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930790,1421930790,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,5,4,4,4,4,Analysis,1
175.45.176.1,18795,149.171.126.13,19300,tcp,FIN,0.451412,880,268,254,252,2,1,-,14035.958980000001,3969.766113,10,6,255,255,713001439,2555559841,88,45,0,0,2284.246923,115.360133,1421931131,1421931131,44.117556,81.140398,0.11492000000000001,0.045699000000000004,0.069221,0,1,0,0,0,4,4,2,9,1,1,2,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1.9e-05,200,0,254,0,0,0,-,42105264.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930745,1421930745,0.019,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,11,4,4,4,Analysis,1
175.45.176.1,0,149.171.126.12,0,3pc,INT,1.1e-05,200,0,254,0,0,0,-,66666664.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930674,1421930674,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,5,7,4,4,4,Analysis,1
175.45.176.1,0,149.171.126.12,0,cbt,INT,1.038991,360,0,254,0,0,0,-,2078.940186,0.0,4,0,0,0,0,0,90,0,0,0,489.77303099999995,0.0,1421930643,1421930644,346.33034399999997,0.0,0.0,0.0,0.0,0,2,0,0,0,8,6,5,4,4,4,4,Analysis,1
175.45.176.0,58401,149.171.126.14,80,tcp,FIN,0.559038,830,1224,62,252,2,2,-,10689.79199,15326.3291,10,8,255,255,1197013946,1413783536,83,153,0,0,3069.56721,98.43855500000001,1421932833,1421932834,62.11533299999999,64.86314499999999,0.15626199999999998,0.104354,0.051908,0,1,0,0,0,6,4,1,1,1,1,1,Analysis,1
175.45.176.1,0,149.171.126.12,0,rdp,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930671,1421930671,0.001,0.0,0.0,0.0,0.0,0,2,0,0,0,21,16,4,6,4,4,4,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930749,1421930749,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,9,4,4,5,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930769,1421930769,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,2,2,2,2,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930796,1421930796,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,6,2,2,2,Analysis,1
175.45.176.3,3910,149.171.126.10,19757,tcp,FIN,0.18904100000000001,724,268,254,252,2,1,-,27591.898439999997,9479.424805,10,6,255,255,2747569307,3671777847,72,45,0,0,1018.4164699999999,60.206754000000004,1421927487,1421927488,19.367,36.397,0.051682000000000006,0.007051999999999999,0.04463,0,1,0,0,0,1,1,1,1,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,xnet,INT,1.1e-05,180,0,254,0,0,0,-,65454544.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1421930645,1421930645,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,14,15,14,14,14,Analysis,1
175.45.176.2,27564,149.171.126.14,1434,udp,INT,1.1e-05,808,0,254,0,0,0,-,293818176.0,0.0,2,0,0,0,0,0,404,0,0,0,0.0,0.0,1421931594,1421931594,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,1,1,1,1,Worms,1
175.45.176.0,54325,149.171.126.14,80,tcp,FIN,0.367157,814,1076,62,252,2,2,-,15971.36914,20525.2793,10,8,255,255,378404513,2031158967,81,135,0,0,2190.369248,76.567164,1421932851,1421932851,40.795221999999995,47.431855,0.15886,0.034539,0.124321,0,1,0,0,0,7,4,1,1,1,1,1,Analysis,1
175.45.176.1,0,149.171.126.12,0,rvd,INT,7.146575,400,0,254,0,0,0,-,335.825195,0.0,4,0,0,0,0,0,100,0,0,0,3368.9165,0.0,1421930681,1421930688,2382.19175,0.0,0.0,0.0,0.0,0,2,0,0,0,19,18,4,4,4,4,4,Backdoors,1
175.45.176.1,0,149.171.126.12,0,pri-enc,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930708,1421930708,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,4,7,4,4,4,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930790,1421930790,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,5,4,4,4,4,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,7.000000000000001e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930771,1421930771,0.006999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,2,3,2,2,2,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930778,1421930778,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,4,5,4,4,4,Analysis,1
175.45.176.1,0,149.171.126.12,0,ospf,INT,6.948377000000001,5248,0,254,0,0,0,-,5968.587890999999,0.0,82,0,0,0,0,0,64,0,0,0,117.579227,0.0,1421931971,1421931977,85.78243,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,6,2,2,2,Backdoors,1
175.45.176.1,0,149.171.126.12,0,iatp,INT,1e-05,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930715,1421930715,0.006999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,6,6,6,6,Analysis,1
175.45.176.1,0,149.171.126.12,0,ospf,INT,25.090730999999998,2184,0,254,0,0,0,-,679.772949,0.0,42,0,0,0,0,0,52,0,0,0,713.159188,0.0,1421931491,1421931516,611.969125,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,2,2,2,2,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,2e-06,200,0,254,0,0,0,-,400000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930741,1421930741,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,6,2,2,2,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930750,1421930750,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,9,6,6,6,Analysis,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930765,1421930765,0.001,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,4,4,4,4,4,Backdoors,1
175.45.176.1,14441,149.171.126.14,36399,udp,INT,7.000000000000001e-06,250,0,254,0,0,0,-,142857136.0,0.0,2,0,0,0,0,0,125,0,0,0,0.0,0.0,1421931880,1421931880,0.006999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,1,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,egp,INT,5e-06,180,0,254,0,0,0,-,144000000.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1421930644,1421930644,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,8,6,5,4,4,4,4,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930743,1421930743,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,6,9,4,4,5,Backdoors,1
175.45.176.1,0,149.171.126.12,0,ddx,INT,1e-05,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930715,1421930715,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,6,6,6,6,Analysis,1
175.45.176.1,65018,149.171.126.11,14115,tcp,FIN,0.5669420000000001,504,354,254,252,2,1,-,6406.299316,4374.345215,10,8,255,255,1585484429,662214850,50,44,0,0,3765.239038,110.410195,1421928715,1421928716,56.549222,69.423141,0.119112,0.08097599999999999,0.038136,0,1,0,0,0,20,9,3,3,1,1,3,Shellcode,1
175.45.176.1,0,149.171.126.12,0,compaq-peer,INT,7.000000000000001e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930712,1421930712,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,13,5,5,5,5,5,Backdoors,1
175.45.176.1,0,149.171.126.12,0,vines,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930698,1421930698,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,4,4,4,4,Backdoors,1
175.45.176.1,0,149.171.126.12,0,dgp,INT,7.000000000000001e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930700,1421930700,0.006999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,2,3,2,2,2,Backdoors,1
175.45.176.0,12080,149.171.126.10,43654,tcp,FIN,4.789434,532,354,254,252,2,1,-,800.0945429999999,517.8065190000001,10,8,255,255,2187139181,1064952281,53,44,0,0,34814.81936,1025.265063,1421927882,1421927887,532.1593330000001,651.152312,0.389453,0.230479,0.158974,0,1,0,0,0,2,1,1,1,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930746,1421930746,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,3,3,2,2,2,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,7.000000000000001e-06,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930764,1421930764,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,16,16,5,9,4,4,5,Backdoors,1
175.45.176.1,0,149.171.126.12,0,crudp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930721,1421930721,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,8,4,4,4,Backdoors,1
