Stime,srcip,sport,dstip,dsport,proto,service,dur,sbytes,dbytes,state,Spkts,Dpkts,is_sm_ips_ports,ct_srv_src,ct_srv_dst,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_dst_ltm,ct_src_ltm,dttl,sttl,ct_flw_http_mthd,res_len,trans_depth,dmeansz,smeansz,dwin,swin,dtcpb,stcpb,Label,attack_cat,res_bdy_len
1588207437,10.0.1.6,57406,192.168.0.4,8443,tcp,ssl,0.008157015,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,20887,1756594176,518611491,,,
1588207438,10.0.1.6,57407,192.168.0.4,8443,tcp,ssl,0.009065151,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,1796499684,1106848425,,,
1588207439,10.0.1.6,57408,192.168.0.4,8443,tcp,ssl,0.011006117,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,1475580256,720962838,,,
1588207440,10.0.1.6,57409,192.168.0.4,8443,tcp,ssl,0.01049614,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,3268217483,2158281678,,,
1588207442,10.0.1.6,57410,192.168.0.4,8443,tcp,ssl,0.008617878,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,20887,1323901242,3172718564,,,
1588207443,10.0.1.6,57411,192.168.0.4,8443,tcp,ssl,0.009748936,997,2024,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,379,184,11124,10639,345906582,3515058863,,,
1588207443,10.0.1.6,57412,192.168.0.4,8443,tcp,ssl,0.009377956,1167,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,208,11124,10639,3725580941,1549526704,,,
1588207443,10.0.1.6,57413,192.168.0.4,8443,tcp,ssl,0.014685869,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,2323155888,648419140,,,
1588207443,10.0.1.6,57414,192.168.0.4,8443,tcp,ssl,0.00856781,1294,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,226,11124,10639,3150949473,1148418780,,,
1588207443,10.0.1.6,57415,192.168.0.4,8443,tcp,ssl,0.010993958,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,590291073,2886475735,,,
1588207443,10.0.1.6,57416,192.168.0.4,8443,tcp,ssl,0.010846853,1290,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,226,11124,20887,2371173727,3584222443,,,
1588207443,10.0.1.6,57417,192.168.0.4,8443,tcp,ssl,0.009368896,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,688320989,3539458685,,,
1588207444,10.0.1.6,57418,192.168.0.4,8443,tcp,ssl,0.008590937,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,105845494,522580880,,,
1588207444,10.0.1.6,57419,192.168.0.4,8443,tcp,ssl,0.00902009,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,3917864229,1094493710,,,
1588207444,10.0.1.6,57420,192.168.0.4,8443,tcp,ssl,0.011884928,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,34985262,2244381542,,,
1588207445,10.0.1.6,57421,192.168.0.4,8443,tcp,ssl,0.011340141,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,3186788570,4115292248,,,
1588207445,10.0.1.6,57422,192.168.0.4,8443,tcp,ssl,0.009449005,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,3491047989,2988974501,,,
1588207446,10.0.1.6,57423,192.168.0.4,8443,tcp,ssl,0.009781122,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,1507616718,1089420986,,,
1588207447,10.0.1.6,57424,192.168.0.4,8443,tcp,ssl,0.010661125,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,3638499258,3161267233,,,
1588207448,10.0.1.6,57425,192.168.0.4,8443,tcp,ssl,0.009104967,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,4063847428,160120826,,,
1588207449,10.0.1.6,57426,192.168.0.4,8443,tcp,ssl,0.008773088,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,1866859571,329005230,,,
1588207450,10.0.1.6,57427,192.168.0.4,8443,tcp,ssl,0.010843992,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,1299990212,1818112258,,,
1588207451,10.0.1.6,57428,192.168.0.4,8443,tcp,ssl,0.00949192,997,1993,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,374,184,11124,10639,1454707213,1570533082,,,
1588207451,10.0.1.6,57429,192.168.0.4,8443,tcp,ssl,0.010015965,1167,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,208,11124,10639,3603164728,1708725893,,,
1588207451,10.0.1.6,57430,192.168.0.4,8443,tcp,ssl,0.007887125,1193,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,212,11124,10639,3857330841,376584383,,,
1588207451,10.0.1.6,57431,192.168.0.4,8443,tcp,ssl,0.008540869,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,2620872426,670338274,,,
1588207451,10.0.1.6,57432,192.168.0.4,8443,tcp,ssl,0.007107019,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,3607929432,3805100754,,,
1588207451,10.0.1.6,57433,192.168.0.4,8443,tcp,ssl,0.056100845,997,1947,RSTO,7,7,0,100,100,100,0,100,100,100,63,128,0,0,0,319,184,9606,10639,2032269615,3833900354,,,
1588207451,10.0.1.6,57434,192.168.0.4,8443,tcp,ssl,0.010472059,1161,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,207,11124,10639,3771724851,3059933516,,,
1588207451,10.0.1.6,57435,192.168.0.4,8443,tcp,ssl,0.007386923,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,3867488952,1094168821,,,
1588207451,10.0.1.6,57436,192.168.0.4,8443,tcp,ssl,0.007931948,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,3501055635,2650401107,,,
1588207451,10.0.1.6,57437,192.168.0.4,8443,tcp,ssl,0.009262085,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,1775365344,1718698595,,,
1588207452,10.0.1.6,57438,192.168.0.4,8443,tcp,ssl,0.009291172,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,2686277135,3969721663,,,
1588207452,10.0.1.6,57439,192.168.0.4,8443,tcp,ssl,0.009042978,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,1313487992,3409272678,,,
1588207452,10.0.1.6,57440,192.168.0.4,8443,tcp,ssl,0.008759022,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,4290048219,4229469850,,,
1588207453,10.0.1.6,57441,192.168.0.4,8443,tcp,ssl,0.00971818,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,3261715077,1687436285,,,
1588207453,10.0.1.6,57442,192.168.0.4,8443,tcp,ssl,0.008776903,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,16788,1797064202,1333638012,,,
1588207454,10.0.1.6,57443,192.168.0.4,8443,tcp,ssl,0.00987196,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,1549244555,4115880384,,,
1588207455,10.0.1.6,57444,192.168.0.4,8443,tcp,ssl,0.011331081,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,3635713489,1428856157,,,
1588207456,10.0.1.6,57445,192.168.0.4,8443,tcp,ssl,0.011402845,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,2232034182,3564508171,,,
1588207457,10.0.1.6,57446,192.168.0.4,8443,tcp,ssl,0.010853052,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,977688841,3607379602,,,
1588207458,10.0.1.6,57447,192.168.0.4,8443,tcp,ssl,0.009582043,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,20887,1285906450,1536249020,,,
1588207459,10.0.1.6,57448,192.168.0.4,8443,tcp,ssl,0.01125598,997,1962,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,369,184,11124,20887,1011860605,2064484905,,,
1588207459,10.0.1.6,57449,192.168.0.4,8443,tcp,ssl,0.008037806,1167,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,208,11124,10639,990203206,3275656787,,,
1588207459,10.0.1.6,57450,192.168.0.4,8443,tcp,ssl,0.007491827,1155,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,206,11124,10639,3294782834,697773891,,,
1588207459,10.0.1.6,57451,192.168.0.4,8443,tcp,ssl,0.008194208,997,1823,SF,7,7,0,100,100,100,0,100,100,100,63,128,0,0,0,302,184,9606,10639,123102540,188493308,,,
1588207459,10.0.1.6,57452,192.168.0.4,8443,tcp,ssl,0.008359194,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,20887,482652547,2764250346,,,
1588207459,10.0.1.6,57453,192.168.0.4,8443,tcp,ssl,0.009150028,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,1189585946,4225473210,,,
1588207460,10.0.1.6,57454,192.168.0.4,8443,tcp,ssl,0.011503935,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,1047583876,1876219391,,,
1588207460,10.0.1.6,57455,192.168.0.4,8443,tcp,ssl,0.010062933,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,2862006714,2432546359,,,
1588207460,10.0.1.6,57456,192.168.0.4,8443,tcp,ssl,0.010940075,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,2493256953,3125087551,,,
1588207461,10.0.1.6,57457,192.168.0.4,8443,tcp,ssl,0.02331686,997,1823,SF,7,7,0,100,100,100,0,100,100,100,63,128,0,0,0,302,184,9606,10639,646573902,4051620189,,,
1588207461,10.0.1.6,57458,192.168.0.4,8443,tcp,ssl,0.012335062,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,2691131553,1803225750,,,
1588207462,10.0.1.6,57459,192.168.0.4,8443,tcp,ssl,0.010102034,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,2809898420,372262995,,,
1588207463,10.0.1.6,57460,192.168.0.4,8443,tcp,ssl,0.010172844,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,1082713450,2102294131,,,
1588207464,10.0.1.6,57461,192.168.0.4,8443,tcp,ssl,0.009671926,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,2135213438,1670241668,,,
1588207465,10.0.1.6,57462,192.168.0.4,8443,tcp,ssl,0.011094093,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,1850313191,2913970902,,,
1588207466,10.0.1.6,57463,192.168.0.4,8443,tcp,ssl,0.010838985,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,3881944577,23830739,,,
1588207467,10.0.1.6,57464,192.168.0.4,8443,tcp,ssl,0.012816191,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,20887,1596562572,466865528,,,
1588207468,10.0.1.6,57465,192.168.0.4,8443,tcp,ssl,0.011421919,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,1865427941,3507782373,,,
1588207470,10.0.1.6,57466,192.168.0.4,8443,tcp,ssl,0.009386063,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,3526361284,1747550751,,,
1588207471,10.0.1.6,57467,192.168.0.4,8443,tcp,ssl,0.012904882,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,2934723849,3586256146,,,
1588207473,10.0.1.6,57468,192.168.0.4,8443,tcp,ssl,0.011888027,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,2302893430,334968998,,,
1588207475,10.0.1.6,57469,192.168.0.4,8443,tcp,ssl,0.01038003,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,963998797,3721075185,,,
1588207476,10.0.1.6,57470,192.168.0.4,8443,tcp,ssl,0.024337053,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,3948111747,898211427,,,
1588207478,10.0.1.6,57471,192.168.0.4,8443,tcp,ssl,0.011524916,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,2157450308,1553435015,,,
1588207480,10.0.1.6,57472,192.168.0.4,8443,tcp,ssl,0.009927034,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,1639303918,3545135123,,,
1588207483,10.0.1.6,57473,192.168.0.4,8443,tcp,ssl,0.024584055,997,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,184,11124,10639,3912548778,381126163,,,
1588207485,10.0.1.6,57474,192.168.0.4,8443,tcp,ssl,0.011046171,997,1919,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,361,184,11124,10639,1964954299,2096429498,,,
1588207485,10.0.1.6,57475,192.168.0.4,8443,tcp,ssl,0.008557081,1159,1823,RSTO,7,6,0,100,100,100,0,100,100,100,63,128,0,0,0,345,207,11124,10639,792273464,402503654,,,
1588207485,10.0.1.4,60879,10.0.1.6,55121,tcp,,3.024379015,0,0,S0,3,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,52,0,64240,0,3649577299,,,
1588207492,10.0.1.4,60879,10.0.1.6,55121,tcp,,,,,S0,1,0,0,0,0,1,1,1,1,1,0,128,0,0,0,0,52,0,64240,0,3649577299,,,
1588207439,10.0.1.6,123,10.0.0.4,123,udp,,0.00198102,120,120,SF,1,1,0,0,0,0,0,0,0,98,128,128,0,0,0,148,148,0,0,0,0,,,
1588207500,10.0.1.4,60879,10.0.1.6,55121,tcp,,,,,S0,1,0,0,0,0,2,2,2,2,2,0,128,0,0,0,0,52,0,64240,0,3649577299,,,
1588207485,10.0.1.4,60878,10.0.1.6,135,tcp,dce_rpc,21.00944591,328,280,RSTO,6,3,0,0,0,0,0,3,3,3,128,128,0,0,0,137,96,23210,12072,1135603839,1152683523,,,
1588207222,10.0.1.4,60853,10.0.1.6,445,tcp,gssapi,294.3204179,193919,30831,RSTO,107,100,0,0,0,0,0,4,4,4,128,128,0,0,0,157,1852,16884,8642,2878928550,3599032751,,,
1588207483,10.0.1.6,138,10.0.1.255,138,udp,,,,,S0,1,0,0,0,0,0,0,0,0,95,0,128,0,0,0,0,229,0,0,0,0,,,
